id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
DEFB135	26	Inverse variance weighted	-0.175494897	0.050838714	0.839041679	0.75946672	0.926954297	0.000556462
FAM19A2	6	Inverse variance weighted	-0.259729937	0.104816354	0.771259846	0.628028337	0.947157502	0.013213877
TIMP4	84	Inverse variance weighted	-0.045787242	0.015161453	0.955245176	0.927276308	0.984057652	0.002527938
FBLN1	43	Inverse variance weighted	-0.0683621	0.028417591	0.933922239	0.883326329	0.987416224	0.016144776
CFHR4	674	Inverse variance weighted	0.015724283	0.004495739	1.01584856	1.006936582	1.024839415	0.00046947
CANT1	43	Inverse variance weighted	-0.174453897	0.039066505	0.839915576	0.778003507	0.906754492	7.98589E-06
RNF128	22	Inverse variance weighted	-0.114306239	0.049929738	0.891984754	0.808828379	0.983690511	0.022059497
KIAA2013	98	Inverse variance weighted	0.05164407	0.014190767	1.053000881	1.024116374	1.082700056	0.000273409
ENPP5	341	Inverse variance weighted	-0.015681603	0.00638566	0.984440713	0.972196342	0.996839297	0.014058986
COLEC10	42	Inverse variance weighted	-0.071386274	0.031518566	0.931102162	0.875322698	0.990436143	0.023519063
TNMD	17	Inverse variance weighted	-0.154494786	0.06913873	0.856847959	0.748258556	0.981196165	0.025446111
LINGO1	27	Inverse variance weighted	-0.095983913	0.048870194	0.90847863	0.825497129	0.999801686	0.049523322
RLN2	35	Inverse variance weighted	-0.134816631	0.03895669	0.873876139	0.809635005	0.943214537	0.000538813
ATAD1	11	Inverse variance weighted	-0.126427652	0.048870083	0.881237903	0.800744777	0.969822426	0.009681129
CHST12	29	Inverse variance weighted	0.05990288	0.026769094	1.061733426	1.007463167	1.118927128	0.025236534
DEFB1	99	Inverse variance weighted	0.034376003	0.0157725	1.034973687	1.003467903	1.067468654	0.029295296
UPK3BL	53	Inverse variance weighted	-0.061488567	0.02845695	0.940363697	0.889350206	0.994303342	0.030714077
NTN1	56	Inverse variance weighted	-0.043486428	0.020480479	0.957445548	0.919773194	0.996660898	0.033727793
ALPPL2	2	Inverse variance weighted	0.401662797	0.167870958	1.494307363	1.07533874	2.076512648	0.016725465
GFRAL	60	Inverse variance weighted	-0.046150763	0.020438478	0.954897988	0.917401392	0.993927168	0.023943585
C20orf173	68	Inverse variance weighted	-0.053673548	0.025334871	0.947741448	0.901829416	0.995990856	0.034127319
ERO1L	14	Inverse variance weighted	-0.210588059	0.064214425	0.810107715	0.714302789	0.91876235	0.001040093
MAN1B1	12	Inverse variance weighted	-0.187398242	0.078744287	0.829113483	0.710535019	0.967481052	0.017320493
C22orf15	2	Inverse variance weighted	-0.340032646	0.167934982	0.711747087	0.512125683	0.989178892	0.042889193
SYT11	4	Inverse variance weighted	-0.177009883	0.085162805	0.837771505	0.708979277	0.989959957	0.03766442
GALNT1	15	Inverse variance weighted	-0.160322016	0.077596833	0.851869429	0.731680153	0.991801569	0.038820013
IL21	74	Inverse variance weighted	-0.063619542	0.020260556	0.938361939	0.901829112	0.9763747	0.001689081
C1QL4	8	Inverse variance weighted	-0.225565365	0.107535072	0.798064893	0.646401724	0.985312308	0.035940661
LEG1	71	Inverse variance weighted	0.029667751	0.012641447	1.030112224	1.004902492	1.055954385	0.018932191
FUT10	349	Inverse variance weighted	0.020391166	0.007690246	1.020600486	1.005332452	1.036100397	0.008012031
LACRT	56	Inverse variance weighted	0.039210243	0.014626893	1.039989112	1.010597291	1.070235752	0.007346937
NFASC	48	Inverse variance weighted	0.040186933	0.017664809	1.041005354	1.005579415	1.077679327	0.022907653
CEACAM7	53	Inverse variance weighted	-0.071703843	0.019694906	0.93080652	0.895560179	0.967440042	0.000271866
CHST3	13	Inverse variance weighted	-0.238609243	0.070604334	0.78772263	0.685920369	0.90463408	0.000726107
S100A13	307	Inverse variance weighted	0.03834182	0.006910966	1.039086353	1.025106313	1.053257048	2.89008E-08
MMGT1	8	Inverse variance weighted	-0.231620961	0.11009358	0.793246738	0.639285343	0.984287211	0.035391072
SPTLC2	22	Inverse variance weighted	-0.114342961	0.055606693	0.891951999	0.799849191	0.994660464	0.039755484
CRELD1	312	Inverse variance weighted	-0.020304047	0.00730085	0.979900692	0.965978488	0.99402355	0.005418298
ITGB6	2	Inverse variance weighted	-0.344923746	0.17203753	0.70827436	0.505545465	0.992299614	0.044970195
NDUFV2	2	Inverse variance weighted	-0.620266664	0.189608867	0.537801007	0.37087135	0.77986591	0.001070559
ITM2A	19	Inverse variance weighted	-0.166391555	0.071128477	0.846714634	0.73653143	0.973380962	0.019319397
ZP4	11	Inverse variance weighted	-0.292756574	0.060689314	0.746203764	0.662517949	0.840460336	1.40808E-06
KNG1	33	Inverse variance weighted	-0.056366432	0.027914132	0.945192724	0.894868829	0.998346636	0.04345819
LILRA5	53	Inverse variance weighted	0.036280514	0.018174261	1.036946684	1.00065918	1.074550103	0.045905841
KLRC3	97	Inverse variance weighted	-0.038530137	0.01875757	0.962202706	0.927469867	0.998236257	0.039964915
C1QTNF5	59	Inverse variance weighted	0.073410402	0.023787162	1.07617211	1.027149577	1.12753433	0.002027765
ST6GALNAC2	55	Inverse variance weighted	-0.05404522	0.026987481	0.947389265	0.898578973	0.998850904	0.045219883
SCO1	7	Inverse variance weighted	-0.190388103	0.059959088	0.826638251	0.734982996	0.929723275	0.001496816
PGRMC1	3	Inverse variance weighted	-0.425965686	0.137157671	0.653138754	0.499176908	0.854587271	0.001898521
PARP16	13	Inverse variance weighted	-0.281244807	0.060994684	0.754843522	0.669787763	0.850700436	4.0079E-06
UGT1A6	28	Inverse variance weighted	-0.081424984	0.027143918	0.921801857	0.874041813	0.972171641	0.002702008
HP	397	Inverse variance weighted	-0.014901331	0.006388847	0.985209144	0.972949138	0.997623638	0.019679792
FJX1	52	Inverse variance weighted	-0.043307114	0.02091865	0.957617247	0.919148421	0.997696097	0.038427688
SEMA4C	63	Inverse variance weighted	0.037979984	0.017051845	1.038710442	1.004568773	1.074012463	0.025925625
SPINT3	40	Inverse variance weighted	0.063348971	0.02110533	1.065398567	1.022225919	1.110394567	0.002685978
LARGE	66	Inverse variance weighted	0.072235192	0.023367833	1.074908124	1.026786722	1.125284784	0.001993336
CUZD1	14	Inverse variance weighted	-0.2566444	0.067805255	0.773643272	0.677366563	0.88360416	0.000153695
BTNL9	9	Inverse variance weighted	-0.359095812	0.077312012	0.698307442	0.600118973	0.812561018	3.4047E-06
B3GNT2	128	Inverse variance weighted	0.055778603	0.014161539	1.057363561	1.028418297	1.087123502	8.1911E-05
B3GALT6	3	Inverse variance weighted	-0.558081718	0.211886109	0.572305856	0.377804471	0.866940489	0.008441633
CTSB	271	Inverse variance weighted	-0.031155327	0.008168769	0.969324999	0.953928924	0.984969562	0.00013676
FAM177A1	134	Inverse variance weighted	-0.030127006	0.01049654	0.970322289	0.950563583	0.990491705	0.004102325
FTMT	276	Inverse variance weighted	-0.04768514	0.007068123	0.953433938	0.940316592	0.96673427	1.51447E-11
THPO	12	Inverse variance weighted	-0.16817275	0.067420896	0.845207812	0.740582895	0.964613484	0.012618047
TMEM70	12	Inverse variance weighted	0.171883781	0.08461336	1.187539811	1.006059883	1.401756323	0.042214192
ITM2B	61	Inverse variance weighted	-0.073133473	0.022720439	0.929476761	0.888993341	0.971803736	0.0012871
LIPN	357	Inverse variance weighted	0.015485717	0.006557683	1.015606242	1.002636128	1.028744138	0.018203047
ADM2	11	Inverse variance weighted	0.121332266	0.05670655	1.128999978	1.010239497	1.261721556	0.032382925
SSR1	9	Inverse variance weighted	-0.150947726	0.076404882	0.859892648	0.74029887	0.998806556	0.048196775
HS3ST3A1	3	Inverse variance weighted	0.241299561	0.11682212	1.27290229	1.012404512	1.600427715	0.038872906
PEAR1	57	Inverse variance weighted	-0.057661332	0.017666684	0.943969586	0.911842472	0.977228641	0.00109911
APOH	29	Inverse variance weighted	-0.047477609	0.022974682	0.953631826	0.911641931	0.99755576	0.038779534
PRRG1	9	Inverse variance weighted	-0.192455424	0.082193989	0.824931089	0.70218692	0.969131271	0.019207554
HYAL1	10	Inverse variance weighted	0.139646456	0.062298623	1.149867198	1.017695905	1.299203983	0.024989455
TCP11	66	Inverse variance weighted	-0.048357301	0.021015845	0.952793292	0.914344048	0.992859372	0.02139206
LEP	4	Inverse variance weighted	0.295595288	0.097829589	1.343926144	1.109433245	1.627982115	0.002514986
KEAP1	2	Inverse variance weighted	-0.493555636	0.163046611	0.610451986	0.44346917	0.840310109	0.002469261
DMKN	13	Inverse variance weighted	-0.21639647	0.060769571	0.805415916	0.714977054	0.907294568	0.000369537
FAM134B	7	Inverse variance weighted	0.165612474	0.076802115	1.180115687	1.015194611	1.371828633	0.031056109
CAV3	2	Inverse variance weighted	0.580813318	0.188326974	1.787491639	1.235767765	2.585539493	0.002041905
GAL3ST1	91	Inverse variance weighted	-0.044703147	0.020511458	0.956281315	0.918598993	0.995509423	0.029300243
GPC1	92	Inverse variance weighted	0.026357825	0.011600819	1.026708265	1.00362678	1.050320578	0.023082533
CD74	4	Inverse variance weighted	-0.428340266	0.143954012	0.651589663	0.491403287	0.863993182	0.002924775
CD1D	10	Inverse variance weighted	-0.252378306	0.096103045	0.776950757	0.643559834	0.937989674	0.008636389
DCUN1D5	88	Inverse variance weighted	0.045547278	0.016477216	1.046600485	1.01334013	1.080952528	0.00570524
EMILIN3	48	Inverse variance weighted	-0.064349543	0.023800482	0.937677183	0.894940103	0.982455136	0.00685706
TFRC	47	Inverse variance weighted	-0.068217559	0.025865464	0.934057239	0.887884273	0.982631355	0.00835444
PILRA	22	Inverse variance weighted	-0.075259188	0.036614838	0.927503058	0.863273026	0.996511992	0.039837617
CILP2	10	Inverse variance weighted	0.137755057	0.068027966	1.147694396	1.004430026	1.31139292	0.042869742
ADAM17	3	Inverse variance weighted	0.652437364	0.21232208	1.920215393	1.266536598	2.911267752	0.002120135
KCNMB3	59	Inverse variance weighted	-0.065511958	0.025206426	0.936587847	0.891440529	0.984021666	0.009349083
PTK2B	15	Inverse variance weighted	-0.143692332	0.041903838	0.866154195	0.797858629	0.940295765	0.000605593
TMCC3	82	Inverse variance weighted	0.053705197	0.018681584	1.055173489	1.01723615	1.094525683	0.004043261
MRPL21	12	Inverse variance weighted	-0.186977767	0.060144884	0.829462178	0.737225297	0.933239143	0.001878557
NR1H4	25	Inverse variance weighted	-0.108335214	0.044035806	0.897326749	0.823126493	0.978215745	0.013887433
SCARF2	9	Inverse variance weighted	0.10852743	0.048526887	1.114635483	1.013505113	1.225856923	0.025323018
ERLEC1	2	Inverse variance weighted	0.287380049	0.130295755	1.332930696	1.032517887	1.720749114	0.027412163
NRXN1	446	Inverse variance weighted	-0.016078109	0.005743327	0.984050454	0.973035192	0.995190415	0.005119106
CEACAM3	12	Inverse variance weighted	-0.165474546	0.072080936	0.847491435	0.735832197	0.976094462	0.021694356
NR1H2	31	Inverse variance weighted	-0.073161791	0.034444821	0.929450441	0.868772797	0.99436599	0.033667739
LCT	312	Inverse variance weighted	0.01676123	0.005024888	1.016902488	1.006936395	1.026967219	0.000851026
EPDR1	2	Inverse variance weighted	-0.50069501	0.162967665	0.606109261	0.440382491	0.834203095	0.002123748
C5orf46	12	Inverse variance weighted	-0.146543263	0.05153312	0.863688366	0.780712606	0.955482962	0.004459701
ARMC10	2	Inverse variance weighted	-0.491893174	0.138856187	0.611467683	0.465775603	0.802731455	0.000396406
JPH4	64	Inverse variance weighted	0.090573779	0.026689444	1.094802278	1.039003903	1.153597233	0.000689758
FUT2	9	Inverse variance weighted	-0.173568751	0.07460211	0.840659353	0.726302353	0.973021972	0.019986935
LGALS7	5	Inverse variance weighted	-0.281825057	0.120432142	0.754405651	0.595787001	0.95525395	0.019277805
UBE2G2	54	Inverse variance weighted	-0.141114345	0.035251023	0.86839001	0.810416998	0.930510109	6.25106E-05
CTSF	71	Inverse variance weighted	0.045965077	0.019886563	1.047037845	1.007011884	1.088654729	0.020812778
FTCD	35	Inverse variance weighted	0.0530154	0.020095449	1.054445883	1.013721609	1.096806175	0.008335247
PLXNB2	135	Inverse variance weighted	0.033020207	0.010213038	1.033571424	1.013087554	1.054469463	0.001224365
TFPI2	24	Inverse variance weighted	-0.113161181	0.042830788	0.893006713	0.821100697	0.971209734	0.008240534
LYG1	17	Inverse variance weighted	0.11770825	0.035833958	1.124915869	1.048618614	1.206764496	0.001020461
CPA2	16	Inverse variance weighted	-0.136627447	0.060062094	0.872295141	0.775421015	0.98127185	0.022919734
B3GNT8	341	Inverse variance weighted	-0.027189098	0.007235686	0.973177198	0.959473058	0.987077074	0.000171524
LRRC4C	20	Inverse variance weighted	0.079959505	0.038268649	1.083243201	1.004965239	1.167618328	0.036669404
SMIM10	2	Inverse variance weighted	-0.347498397	0.151622904	0.706453146	0.524830834	0.950927452	0.02191375
PLA2G12B	50	Inverse variance weighted	-0.04898351	0.023434701	0.952196831	0.909449758	0.996953154	0.036598693
TPSAB1	265	Inverse variance weighted	-0.015250107	0.006333431	0.984865587	0.972715502	0.997167438	0.016045704
CAV2	25	Inverse variance weighted	-0.094970208	0.04143025	0.909400027	0.838472497	0.986327413	0.021888832
DSG2	66	Inverse variance weighted	-0.042310498	0.01779712	0.958572099	0.925711309	0.992599378	0.017436167
C4orf32	44	Inverse variance weighted	-0.067101003	0.033184311	0.935100748	0.876216341	0.997942367	0.043169112
AIFM1	14	Inverse variance weighted	-0.117921747	0.051395998	0.888765599	0.80359658	0.982961239	0.021768907
SPATA31D4	11	Inverse variance weighted	-0.258553347	0.101380626	0.772167837	0.633016131	0.941908333	0.010762314
PTK7	25	Inverse variance weighted	0.074301341	0.032552664	1.07713134	1.010553417	1.148095592	0.022460047
EDDM3A	3	Inverse variance weighted	-0.578967746	0.174227395	0.560476623	0.398338378	0.788611045	0.000890364
RNF24	42	Inverse variance weighted	-0.048853215	0.02165471	0.952320906	0.91274709	0.993610516	0.024070081
NUP210L	15	Inverse variance weighted	-0.157833998	0.046484789	0.853991534	0.779623487	0.935453526	0.000685308
CD96	38	Inverse variance weighted	-0.146051644	0.039370236	0.864113075	0.799940998	0.933433102	0.000207507
GSTM3	230	Inverse variance weighted	-0.031566909	0.009430789	0.968926124	0.951180671	0.987002641	0.000816269
CEL	100	Inverse variance weighted	-0.033893212	0.014918717	0.966674728	0.93881776	0.995358279	0.023095063
DHFR	59	Inverse variance weighted	-0.037881563	0.019053436	0.962826968	0.927533564	0.999463315	0.046792348
FHIT	10	Inverse variance weighted	0.133267028	0.06751337	1.142555052	1.000941266	1.304204444	0.048389094
VAV3	35	Inverse variance weighted	-0.193481319	0.041666756	0.824085231	0.759459592	0.894210139	3.42487E-06
SAT1	2	Inverse variance weighted	-0.56283971	0.225695724	0.569589297	0.365970214	0.886498283	0.012638419
CDKN2B	16	Inverse variance weighted	-0.138300023	0.062682138	0.870837381	0.770159985	0.9846756	0.027358066
TDO2	74	Inverse variance weighted	-0.05205392	0.017057366	0.949277681	0.918065668	0.981550826	0.002275514
GABBR2	5	Inverse variance weighted	-0.287418952	0.133397215	0.750197366	0.577597805	0.974373663	0.031192378
ATP1B4	2	Inverse variance weighted	0.398895516	0.195557689	1.49017791	1.015724798	2.186251835	0.041371808
PITPNA	12	Inverse variance weighted	-0.178025274	0.078612372	0.836921271	0.717411615	0.976339383	0.023537475
CDHR5	28	Inverse variance weighted	-0.132185294	0.046427801	0.876178629	0.799967814	0.959649847	0.004411741
PCDHB10	11	Inverse variance weighted	-0.185210144	0.08440733	0.830929651	0.70423124	0.980422403	0.028217987
AMIGO1	5	Inverse variance weighted	0.404571444	0.126641557	1.498660103	1.169240032	1.920890531	0.001400159
