id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
MCM3AP-AS1	12	Inverse variance weighted	0.062961805	0.03099421	1.064986162	1.002215605	1.131688151	0.042213887
MCM6	45	Inverse variance weighted	-0.046466093	0.013471891	0.954596927	0.929720757	0.980138699	0.000562428
MCPH1	8	Inverse variance weighted	-0.229736177	0.054111198	0.794743247	0.714770244	0.883664134	2.17979E-05
MCTP2	33	Inverse variance weighted	0.058586093	0.025127752	1.060336269	1.009379412	1.113865599	0.019725463
ME3	46	Inverse variance weighted	-0.033998266	0.013667492	0.96657318	0.941024079	0.992815948	0.012863442
MEAF6	40	Inverse variance weighted	-0.040866969	0.019486343	0.959956825	0.923984297	0.997329835	0.035974923
MED10	16	Inverse variance weighted	0.058559494	0.029875998	1.060308066	1.000002537	1.124250342	0.049985865
MED21	16	Inverse variance weighted	0.082709529	0.036812004	1.086226246	1.010613935	1.167495734	0.024652257
MED22	26	Inverse variance weighted	0.059862485	0.018120003	1.061690538	1.024646095	1.100074264	0.000954285
MED4	31	Inverse variance weighted	-0.03693878	0.014941171	0.963735134	0.935921687	0.992375132	0.013425375
MEF2A	12	Inverse variance weighted	0.135248379	0.03926506	1.144821099	1.060021152	1.236404902	0.000572123
MEFV	19	Inverse variance weighted	0.058500385	0.021487853	1.060245394	1.01651915	1.105852551	0.006479272
MERTK	55	Inverse variance weighted	0.021807154	0.010561224	1.022046668	1.001107768	1.04342352	0.038938893
METTL21B	84	Inverse variance weighted	-0.019542018	0.00659808	0.980647689	0.968047371	0.993412016	0.003058729
METTL2B	18	Inverse variance weighted	-0.061971695	0.023294361	0.939909491	0.897960999	0.983817618	0.00780541
METTL7B	11	Inverse variance weighted	0.100645359	0.04376949	1.105884381	1.014968075	1.204944563	0.021479911
METTL9	14	Inverse variance weighted	0.052595774	0.026694599	1.054003503	1.000274396	1.110618635	0.048806554
MFHAS1	59	Inverse variance weighted	0.068988308	0.018725289	1.071423682	1.032813613	1.111477126	0.000229393
MFSD10	20	Inverse variance weighted	0.114814728	0.036700383	1.121665605	1.043814694	1.205322876	0.001757404
MGAM	13	Inverse variance weighted	0.064803251	0.032175273	1.066949083	1.001741229	1.136401609	0.044002191
MGAT3	28	Inverse variance weighted	-0.059269121	0.021227151	0.942453101	0.90404663	0.982491188	0.005236113
MGAT5	11	Inverse variance weighted	0.151222614	0.04867309	1.163255586	1.057410883	1.279695131	0.001890578
MICB	26	Inverse variance weighted	-0.075595892	0.022435925	0.927190816	0.887301624	0.968873251	0.000753285
MIER2	4	Inverse variance weighted	0.180104527	0.081640906	1.197342511	1.02029148	1.405117182	0.027379979
MIF4GD	23	Inverse variance weighted	-0.05925704	0.021530458	0.942464487	0.903520268	0.98308731	0.005918868
MIOS	6	Inverse variance weighted	-0.13105921	0.052216004	0.877165836	0.791834735	0.971692538	0.012075053
MIR1250	4	Inverse variance weighted	0.129344281	0.042976127	1.138081876	1.04614405	1.238099435	0.002615253
MIR17HG	2	Inverse variance weighted	-0.190414392	0.089924696	0.82661652	0.69304053	0.985937821	0.034218521
MIR22HG	17	Inverse variance weighted	0.036843489	0.016189593	1.037530623	1.005124974	1.070981044	0.022860896
MIS18BP1	13	Inverse variance weighted	0.120883668	0.039252231	1.128493625	1.044929371	1.218740612	0.002072345
MKNK1-AS1	13	Inverse variance weighted	0.030646653	0.014736712	1.031121096	1.001764251	1.061338248	0.037561077
MLH1	15	Inverse variance weighted	0.084125585	0.022677481	1.087765492	1.040475398	1.137204943	0.000207544
MLLT11	15	Inverse variance weighted	-0.07774467	0.033482022	0.925200628	0.86643392	0.987953244	0.020233878
MMP25	26	Inverse variance weighted	0.040497054	0.013926857	1.041328242	1.013287925	1.070144507	0.003639359
MNAT1	2	Inverse variance weighted	0.168663289	0.080064113	1.1837215	1.011806784	1.384846011	0.035152019
MNF1	6	Inverse variance weighted	-0.087391359	0.035390546	0.916318416	0.854911924	0.982135605	0.01353618
MOV10	10	Inverse variance weighted	-0.167990628	0.040656628	0.845361758	0.780611557	0.915482861	3.59719E-05
MPI	22	Inverse variance weighted	0.053924802	0.023942374	1.055405234	1.00702229	1.106112764	0.024304923
MPP7	35	Inverse variance weighted	0.033855874	0.012559133	1.034435507	1.009282794	1.06021506	0.007023721
MPZL1	45	Inverse variance weighted	-0.032362254	0.014685443	0.9681558	0.940686151	0.996427611	0.027545722
MROH6	35	Inverse variance weighted	0.026175485	0.013100023	1.026521071	1.000499564	1.05321936	0.045703104
MRPL18	43	Inverse variance weighted	-0.029224324	0.014135761	0.971198577	0.9446598	0.998482921	0.038696142
MRPL2	14	Inverse variance weighted	0.100629039	0.038323431	1.105866332	1.02584341	1.192131598	0.008644975
MRPL34	30	Inverse variance weighted	-0.030795367	0.015186693	0.96967398	0.941236084	0.99897108	0.042582063
MRPS31	5	Inverse variance weighted	0.232769394	0.076043744	1.262090401	1.087328377	1.464941239	0.00220604
MRPS7	39	Inverse variance weighted	-0.057326014	0.017981815	0.944286168	0.911585058	0.978160359	0.001432609
MRTO4	11	Inverse variance weighted	0.124834827	0.03911243	1.132961303	1.049353713	1.223230354	0.001414421
MSC	37	Inverse variance weighted	-0.034184891	0.016855853	0.966392811	0.934987271	0.998853239	0.042552858
MSRA	101	Inverse variance weighted	-0.036789372	0.011792725	0.963879134	0.941855783	0.986417456	0.001810558
MST1L	34	Inverse variance weighted	-0.027285552	0.007352314	0.973083336	0.959161237	0.987207512	0.000206319
MST1P2	42	Inverse variance weighted	0.032060219	0.009152751	1.032579685	1.014220997	1.051270688	0.000460402
MSTO2P	3	Inverse variance weighted	-0.092879798	0.035887902	0.911303034	0.849404226	0.977712606	0.009652007
MSX2P1	25	Inverse variance weighted	0.052295755	0.016965377	1.053687329	1.019226102	1.089313731	0.002052705
MT1E	22	Inverse variance weighted	-0.067078731	0.023698446	0.935121576	0.892679483	0.979581561	0.004647359
MT2A	54	Inverse variance weighted	-0.036497504	0.01262622	0.964160501	0.940592864	0.988318651	0.003844925
MT3	8	Inverse variance weighted	-0.143942691	0.057220491	0.865937373	0.774068543	0.968709478	0.011883689
MTAP	13	Inverse variance weighted	0.083066908	0.034283556	1.086614509	1.015997753	1.162139471	0.015395583
MTCH2	2	Inverse variance weighted	-0.285806402	0.119138152	0.751408073	0.594926638	0.949048264	0.016442185
MTDH	8	Inverse variance weighted	0.172231206	0.071005041	1.187952464	1.033613924	1.365336731	0.015282288
MTF1	3	Inverse variance weighted	-0.181905457	0.079196964	0.833680156	0.713814963	0.973673343	0.021625951
MTF2	6	Inverse variance weighted	0.15086497	0.058259263	1.162839629	1.037357708	1.303500222	0.009610292
MTFP1	14	Inverse variance weighted	0.083518449	0.031976307	1.087105271	1.021063659	1.157418404	0.009004444
MTFR1	28	Inverse variance weighted	0.044731844	0.020328072	1.045747399	1.004900793	1.088254313	0.02777171
MTHFS	44	Inverse variance weighted	-0.058092473	0.017777625	0.943562689	0.911251256	0.977019832	0.001084138
MTHFSD	24	Inverse variance weighted	-0.074217296	0.022883359	0.928469919	0.887746829	0.971061075	0.001181592
MTMR9	6	Inverse variance weighted	0.134680003	0.055816376	1.144170595	1.025602152	1.276446571	0.015825641
MTMR9LP	7	Inverse variance weighted	0.065331894	0.027453849	1.067513267	1.011588988	1.126529241	0.01732679
MTO1	30	Inverse variance weighted	-0.053779843	0.016869052	0.947640713	0.916820856	0.979496611	0.001432222
MTRR	42	Inverse variance weighted	0.024551371	0.009956631	1.024855238	1.005049078	1.045051711	0.013669576
MTX1	6	Inverse variance weighted	0.060023075	0.027834697	1.061861049	1.00548204	1.12140132	0.031051509
MTX1P1	3	Inverse variance weighted	0.057019617	0.027439627	1.058676579	1.003243195	1.117172888	0.037709119
MUC20	86	Inverse variance weighted	0.023200207	0.007702657	1.023471425	1.008135918	1.039040213	0.002595543
MXRA7	21	Inverse variance weighted	-0.048691495	0.016966316	0.952474928	0.921322193	0.984681032	0.00410612
MYBL1	4	Inverse variance weighted	-0.13865504	0.063419508	0.870528274	0.768774742	0.985749706	0.028792546
MYL12A	9	Inverse variance weighted	0.168507637	0.035647662	1.183537266	1.103666942	1.269187657	2.27825E-06
MYL12B	2	Inverse variance weighted	-0.22266299	0.091424925	0.800384541	0.66907719	0.957461146	0.01487231
MYL9	3	Inverse variance weighted	0.170922348	0.078782344	1.18639862	1.016645979	1.384495403	0.030040843
MYO15A	4	Inverse variance weighted	0.211487577	0.094642578	1.235514617	1.02632876	1.48733664	0.025444126
MYO16-AS1	26	Inverse variance weighted	0.024199464	0.011239162	1.024494648	1.002173065	1.047313403	0.031307848
MYO1D	19	Inverse variance weighted	-0.052769679	0.025232873	0.94859847	0.90282539	0.996692236	0.036500573
MYO7B	17	Inverse variance weighted	0.114862881	0.032936628	1.121719619	1.051593981	1.196521591	0.000487759
MYO9A	8	Inverse variance weighted	0.121038903	0.046178142	1.128668821	1.031000557	1.235589348	0.008763889
MYOF	26	Inverse variance weighted	-0.037933768	0.018921859	0.962776705	0.927724364	0.999153435	0.044988816
MZT2A	12	Inverse variance weighted	-0.072818971	0.028524983	0.92976913	0.879213133	0.983232168	0.010685661
NAA25	5	Inverse variance weighted	-0.151720974	0.052557946	0.859227994	0.775122228	0.952459779	0.003892593
NAAA	90	Inverse variance weighted	0.013669182	0.006540641	1.013763032	1.000849886	1.026842786	0.036628212
NAALADL1	15	Inverse variance weighted	0.091620375	0.029918823	1.095948694	1.033529333	1.162137834	0.002196441
NAPB	42	Inverse variance weighted	-0.038799473	0.014868658	0.961943585	0.934314622	0.990389575	0.009067981
NAPRT1	70	Inverse variance weighted	0.019037683	0.007075109	1.019220055	1.005183859	1.033452249	0.007128153
NAV1	23	Inverse variance weighted	0.107918114	0.02928414	1.113956525	1.051819161	1.17976472	0.000228517
NBPF2P	30	Inverse variance weighted	-0.017375935	0.008357926	0.982774156	0.966805957	0.999006094	0.037619468
NCALD	27	Inverse variance weighted	-0.057584597	0.022249135	0.944042024	0.90375868	0.986120922	0.009648666
NCAPD2	35	Inverse variance weighted	0.032987454	0.012777667	1.033537572	1.007974857	1.05974857	0.00983295
NCAPG2	19	Inverse variance weighted	0.072688543	0.026163806	1.075395546	1.021638267	1.131981462	0.005465931
NCK2	12	Inverse variance weighted	0.137227957	0.043416856	1.147089606	1.053513659	1.248977223	0.001573868
NCOA7	17	Inverse variance weighted	-0.166744879	0.028065896	0.846415522	0.801112385	0.894280565	2.82957E-09
NDE1	17	Inverse variance weighted	0.080110883	0.031720304	1.083407192	1.018100958	1.152902504	0.011552078
NDEL1	4	Inverse variance weighted	0.147016658	0.067860173	1.158373259	1.014109328	1.323159712	0.030275709
NDFIP1	25	Inverse variance weighted	-0.062884489	0.02942288	0.939051938	0.88642981	0.994797933	0.032576449
NDRG2	12	Inverse variance weighted	0.088073366	0.043189533	1.09206824	1.003427743	1.188539034	0.041427136
NDRG3	26	Inverse variance weighted	0.097084455	0.027482284	1.101953435	1.044166728	1.162938198	0.000411464
NDUFA11	4	Inverse variance weighted	0.189043681	0.071250308	1.208093723	1.050633251	1.389153105	0.007972477
NDUFA12	72	Inverse variance weighted	-0.024872087	0.010341789	0.975434674	0.955861745	0.995408393	0.016172106
NDUFA13	3	Inverse variance weighted	0.176281868	0.077556152	1.192774216	1.024568767	1.38859428	0.023028718
NDUFAF1	13	Inverse variance weighted	-0.046799229	0.022259204	0.95427897	0.913540775	0.996833834	0.035512439
NDUFAF4	2	Inverse variance weighted	-0.448709586	0.195152078	0.638451487	0.435523005	0.935932881	0.021488953
NDUFC2	17	Inverse variance weighted	-0.069970266	0.030091804	0.932421544	0.879017737	0.989069844	0.020059843
NDUFS5	55	Inverse variance weighted	-0.027639254	0.012145268	0.972739216	0.94985686	0.996172815	0.022862658
NDUFS8	37	Inverse variance weighted	0.052690988	0.016924154	1.054103864	1.0197114	1.089656306	0.001849701
NECAP2	33	Inverse variance weighted	-0.065398322	0.017377624	0.936694283	0.905327552	0.969147772	0.000167643
NEDD1	40	Inverse variance weighted	-0.04551099	0.0186072	0.955509102	0.92128937	0.990999867	0.014449882
NEGR1	24	Inverse variance weighted	0.057750039	0.017596875	1.059450142	1.023532792	1.096627887	0.00103134
NEIL2	49	Inverse variance weighted	0.042190821	0.011530374	1.043093503	1.019784457	1.066935321	0.0002531
NELFE	7	Inverse variance weighted	0.070724528	0.026404369	1.073285526	1.019153076	1.130293227	0.007394917
NELL2	29	Inverse variance weighted	0.037429403	0.015813251	1.038138705	1.006456183	1.070818569	0.017934654
NFE2	23	Inverse variance weighted	-0.052174999	0.0237031	0.94916275	0.906075108	0.994299388	0.027722659
NFE2L1	12	Inverse variance weighted	0.05611721	0.027994293	1.057721652	1.001249176	1.117379291	0.045006397
NFKB1	9	Inverse variance weighted	-0.091474381	0.045270392	0.912584695	0.835099542	0.99725935	0.04331884
NFKBIZ	20	Inverse variance weighted	0.079974757	0.029469399	1.083259723	1.022463319	1.147671124	0.006651153
NHLRC1	3	Inverse variance weighted	-0.213093505	0.101615325	0.808080574	0.662152397	0.986169071	0.035988202
NHSL1	6	Inverse variance weighted	0.086150069	0.033493352	1.089969887	1.020714732	1.163923981	0.010106783
NINJ1	44	Inverse variance weighted	0.034235276	0.014744338	1.034828049	1.005350638	1.065169753	0.020236867
NIPA2	7	Inverse variance weighted	-0.116879625	0.042110605	0.889692283	0.819208694	0.966240183	0.00551103
NIPAL3	17	Inverse variance weighted	0.065186002	0.031118117	1.067357536	1.004203301	1.134483535	0.036189434
NIPSNAP3A	40	Inverse variance weighted	0.067989243	0.018353264	1.070353795	1.0325349	1.109557892	0.000211827
NKTR	21	Inverse variance weighted	0.049618724	0.02408764	1.050870348	1.002409848	1.101673622	0.039405746
NLRC4	21	Inverse variance weighted	-0.062524463	0.030816085	0.939390082	0.884330879	0.997877319	0.042462827
NLRP1	30	Inverse variance weighted	0.047853627	0.022288096	1.049017097	1.004177661	1.095858743	0.031789408
NLRP9P	22	Inverse variance weighted	0.026528023	0.009784691	1.026883024	1.007377106	1.046766635	0.006704496
NMNAT3	35	Inverse variance weighted	0.06494343	0.01931177	1.067098657	1.027462696	1.108263637	0.000771301
NOC3L	26	Inverse variance weighted	-0.066744697	0.021625377	0.93543399	0.89661346	0.975935326	0.002025918
NOL6	22	Inverse variance weighted	-0.054675396	0.023241409	0.94679243	0.904630634	0.990919247	0.01864773
NOM1	17	Inverse variance weighted	-0.05660204	0.027654254	0.944970055	0.895113836	0.997603176	0.040680169
NOP10	31	Inverse variance weighted	-0.048812248	0.013506085	0.95235992	0.927479883	0.977907375	0.000301401
NPIP	44	Inverse variance weighted	0.022543174	0.006777114	1.022799191	1.009303036	1.036475813	0.000879858
NPIPP1	23	Inverse variance weighted	0.043904587	0.011364957	1.044882655	1.021864879	1.068418912	0.000111932
NPPA	9	Inverse variance weighted	-0.102170654	0.038954282	0.902875459	0.836506451	0.974510231	0.008720149
NPRL3	17	Inverse variance weighted	-0.048378037	0.017427917	0.952773535	0.920777595	0.985881297	0.005505027
NRBP1	20	Inverse variance weighted	0.095709223	0.038094539	1.100439035	1.021266912	1.185748853	0.011990859
NRG1	72	Inverse variance weighted	0.02073461	0.010148298	1.020951065	1.000844302	1.041461769	0.04103647
NSFL1C	64	Inverse variance weighted	0.031566188	0.010645013	1.032069684	1.010759434	1.053829227	0.003023389
NSMF	27	Inverse variance weighted	-0.027666833	0.013478764	0.972712388	0.947351378	0.998752323	0.040109065
NSUN2	72	Inverse variance weighted	-0.025093239	0.009455747	0.97521898	0.957311444	0.993461496	0.007960154
NT5DC3	61	Inverse variance weighted	0.022861536	0.01015636	1.023124864	1.002959442	1.043695731	0.024388214
NTSR1	25	Inverse variance weighted	0.055589983	0.019526253	1.05716414	1.017469363	1.098407538	0.004414229
NUCB2	17	Inverse variance weighted	-0.07511682	0.018491853	0.927635114	0.894615867	0.961873063	4.86212E-05
NUDT16P1	15	Inverse variance weighted	0.082644175	0.024793626	1.086155259	1.034634959	1.140241044	0.000858276
NUDT18	32	Inverse variance weighted	0.029620714	0.010893932	1.030063771	1.008302887	1.052294293	0.006547756
NUDT3	4	Inverse variance weighted	-0.075481701	0.034693665	0.927296699	0.866337014	0.992545804	0.029580518
NUDT5	13	Inverse variance weighted	-0.060072801	0.017443089	0.941695975	0.910044977	0.974447781	0.000573321
NUP205	6	Inverse variance weighted	0.219984917	0.101644221	1.246057937	1.020979279	1.520756016	0.030444102
NUP85	48	Inverse variance weighted	0.033205695	0.014457723	1.033763158	1.004880429	1.063476047	0.02163335
NVL	24	Inverse variance weighted	0.073997373	0.029920085	1.076803976	1.015472485	1.141839706	0.013392146
OASL	42	Inverse variance weighted	0.051698402	0.018451184	1.053058095	1.015655363	1.091838227	0.005080236
OCEL1	37	Inverse variance weighted	0.052624939	0.016773074	1.054034244	1.019946031	1.08926174	0.001704154
OGFOD1	19	Inverse variance weighted	-0.078280865	0.027649608	0.924704673	0.875925622	0.976200159	0.004637742
OGFR-AS1	2	Inverse variance weighted	0.069111568	0.034184151	1.071555754	1.002112862	1.145810794	0.043202907
OLFM4	50	Inverse variance weighted	0.03015688	0.01384027	1.030616204	1.003034544	1.05895631	0.02933741
OPTN	24	Inverse variance weighted	-0.063912432	0.020238019	0.938087142	0.901604838	0.976045656	0.001588349
OR52K3P	37	Inverse variance weighted	0.014561217	0.006962631	1.014667748	1.000914879	1.028609585	0.036497738
OR7E14P	31	Inverse variance weighted	-0.032089765	0.013276844	0.968419648	0.943543906	0.993951218	0.015650207
ORM2	32	Inverse variance weighted	0.041668161	0.019240605	1.042548463	1.003964412	1.082615364	0.030338959
ORMDL3	81	Inverse variance weighted	0.028312086	0.008076456	1.028716682	1.012560461	1.045130689	0.000455736
OSBP2	8	Inverse variance weighted	-0.162853203	0.05666649	0.849715915	0.760393266	0.949531208	0.004054515
OSBPL2	15	Inverse variance weighted	-0.054483127	0.025041951	0.946974487	0.9016171	0.994613655	0.029579627
OSBPL3	34	Inverse variance weighted	0.038775237	0.019052209	1.039536808	1.001433935	1.079089431	0.041829792
OSGEP	40	Inverse variance weighted	-0.028200914	0.013694574	0.97219302	0.946445133	0.998641375	0.03946776
OTUD3	11	Inverse variance weighted	0.112265978	0.034294886	1.1188104	1.046078073	1.196599704	0.001062061
OTX1	29	Inverse variance weighted	0.065389133	0.018122374	1.067574372	1.030319842	1.106175959	0.00030833
OXA1L	9	Inverse variance weighted	-0.170074127	0.067678737	0.843602281	0.738802644	0.963267814	0.011972207
OXR1	9	Inverse variance weighted	-0.141513354	0.056864879	0.868043583	0.776492328	0.970389064	0.012825087
P2RX7	22	Inverse variance weighted	-0.061075402	0.025776685	0.940752302	0.894404	0.989502388	0.017816737
P2RY14	23	Inverse variance weighted	-0.105348374	0.024075173	0.900010928	0.858528233	0.943498	1.20983E-05
P4HTM	19	Inverse variance weighted	-0.066011483	0.025945376	0.936120115	0.889705812	0.984955766	0.010951315
PABPC1L	21	Inverse variance weighted	0.059648339	0.018456156	1.061463205	1.023751962	1.100563592	0.001229727
PACS1	16	Inverse variance weighted	-0.080688337	0.034465642	0.92248115	0.862223298	0.986950218	0.019225788
PADI4	30	Inverse variance weighted	0.061434647	0.018167888	1.063361	1.026161957	1.101908533	0.000720922
PAFAH1B2	21	Inverse variance weighted	0.065922494	0.021803649	1.068143926	1.023458257	1.114780636	0.002499009
PANK1	12	Inverse variance weighted	-0.08459462	0.03622173	0.918884706	0.855910717	0.986492033	0.019519089
PANK4	7	Inverse variance weighted	0.076966478	0.038120017	1.080005872	1.00225378	1.163789757	0.043481321
PAPSS1	93	Inverse variance weighted	-0.021904072	0.008330947	0.97833408	0.962488916	0.994440099	0.008557559
PAPSS2	30	Inverse variance weighted	-0.064064519	0.024342411	0.937944482	0.894244864	0.983779596	0.008493217
PARK7	26	Inverse variance weighted	0.05681898	0.027916874	1.05846419	1.002104119	1.11799405	0.041821533
PARP11	6	Inverse variance weighted	0.193687575	0.06246447	1.213717029	1.073857402	1.37179203	0.001930221
PARP14	23	Inverse variance weighted	-0.045891966	0.016929014	0.955145144	0.923972626	0.987369345	0.006711158
PARP2	11	Inverse variance weighted	0.091938937	0.027297354	1.096297877	1.039184347	1.156550364	0.00075701
PARP8	15	Inverse variance weighted	-0.124630113	0.036474507	0.882823387	0.821913477	0.948247174	0.000633362
PAX8	51	Inverse variance weighted	-0.058809524	0.014562447	0.942886349	0.916354554	0.970186336	5.38086E-05
PBX2	10	Inverse variance weighted	-0.127451856	0.042883682	0.880335798	0.809366147	0.957528455	0.002958318
PCCA	22	Inverse variance weighted	0.073950202	0.027756856	1.076753184	1.019739054	1.136955003	0.007716847
PCIF1	2	Inverse variance weighted	-0.330214999	0.15608463	0.718769182	0.529331243	0.976003483	0.034377557
PCMTD2	11	Inverse variance weighted	0.0443785	0.018306397	1.045377955	1.008534172	1.083567716	0.015341847
PCNT	33	Inverse variance weighted	0.027971767	0.013471301	1.02836665	1.001569246	1.055881029	0.037857271
PCNXL4	15	Inverse variance weighted	-0.05620637	0.028101981	0.945344025	0.894682606	0.998874148	0.045491014
PCSK7	35	Inverse variance weighted	-0.040588138	0.018478973	0.960224529	0.926068636	0.995640182	0.028059763
PCYOX1	12	Inverse variance weighted	0.129500067	0.038986088	1.138259187	1.054521737	1.228646059	0.00089471
PDCD6IP	37	Inverse variance weighted	0.037264591	0.017739901	1.037967621	1.002497498	1.074692739	0.035675329
PDE3B	5	Inverse variance weighted	0.112515908	0.054034461	1.119090059	1.006630247	1.244113778	0.037315161
PDHB	20	Inverse variance weighted	0.045484653	0.020819049	1.046534944	1.004690282	1.090122407	0.028906352
PDIA6	13	Inverse variance weighted	-0.045353258	0.022235099	0.955659828	0.914905908	0.998229106	0.04137875
PDZK1IP1	47	Inverse variance weighted	-0.024734355	0.010395949	0.975569033	0.955891931	0.995651188	0.017348841
PEAK1	10	Inverse variance weighted	-0.105333748	0.039160552	0.900024091	0.833527628	0.971825453	0.007149652
PEBP1	20	Inverse variance weighted	0.049575572	0.017574993	1.050825002	1.015243602	1.087653429	0.004790379
PER3	22	Inverse variance weighted	-0.044974842	0.021337599	0.956021533	0.916863626	0.996851817	0.035050516
PEX12	2	Inverse variance weighted	0.226922994	0.092344314	1.254733242	1.046999169	1.503683628	0.013996332
PGAM5	6	Inverse variance weighted	0.135536655	0.05511435	1.14515117	1.027894493	1.275783859	0.013925093
PGLYRP1	19	Inverse variance weighted	0.068518324	0.030190766	1.070920249	1.009388218	1.136203256	0.023237173
PHC1	6	Inverse variance weighted	0.084397804	0.036848751	1.088061643	1.01224866	1.169552685	0.021999043
PHF11	40	Inverse variance weighted	-0.057975526	0.022599518	0.943673043	0.902785242	0.986412683	0.010307373
PHF17	13	Inverse variance weighted	0.094697615	0.042099389	1.099326385	1.012257326	1.193884667	0.02448819
PHF19	24	Inverse variance weighted	-0.069918889	0.025163898	0.93246945	0.887594637	0.979613034	0.005460385
PHLPP2	24	Inverse variance weighted	-0.066366633	0.022764942	0.93578771	0.894951351	0.978487421	0.003553468
PHTF1	15	Inverse variance weighted	-0.095155906	0.045182986	0.909231169	0.832173306	0.993424461	0.035203321
PIAS2	24	Inverse variance weighted	0.060875268	0.018839814	1.062766345	1.024238318	1.102743651	0.001232703
PID1	29	Inverse variance weighted	0.055628266	0.017111957	1.057204611	1.022334595	1.093263982	0.001150638
PIGC	10	Inverse variance weighted	0.134944934	0.030847508	1.144473761	1.07732791	1.215804563	1.21666E-05
PIGQ	13	Inverse variance weighted	-0.085383298	0.026304573	0.918160288	0.872022317	0.96673938	0.001170599
PIH1D1	9	Inverse variance weighted	0.080929769	0.032162201	1.084294743	1.018052874	1.154846786	0.011859394
PIK3C2A	31	Inverse variance weighted	-0.055410022	0.014552083	0.946097147	0.919493683	0.973470323	0.000140263
PIK3C2B	6	Inverse variance weighted	-0.101426324	0.050946204	0.903547746	0.817682725	0.99842947	0.046497221
PIP5K1A	2	Inverse variance weighted	-0.14416421	0.069184502	0.865745573	0.755960742	0.991473969	0.037181593
PKIB	15	Inverse variance weighted	0.071550899	0.029998596	1.074172823	1.012835325	1.139224932	0.01707255
PKP4	31	Inverse variance weighted	-0.041522501	0.019152172	0.959327749	0.923983782	0.996023683	0.030156336
PLA2G12A	4	Inverse variance weighted	-0.323992626	0.110817924	0.723255576	0.582051843	0.898714838	0.003459555
PLA2G16	73	Inverse variance weighted	-0.01880431	0.009502644	0.981371388	0.963262332	0.999820888	0.047832864
PLA2G4A	7	Inverse variance weighted	0.197037562	0.05241758	1.217789783	1.098888381	1.349556497	0.000170595
PLB1	32	Inverse variance weighted	-0.046752656	0.015463957	0.954323415	0.925832439	0.983691154	0.002500089
PLCH2	42	Inverse variance weighted	-0.027886802	0.012909581	0.972498445	0.948200234	0.997419313	0.030760038
PLCL1	51	Inverse variance weighted	-0.026567012	0.012897188	0.973782787	0.94947555	0.998712306	0.039407398
PLEKHA2	12	Inverse variance weighted	0.130866828	0.036103479	1.139815979	1.061946993	1.223394835	0.000289218
PLEKHA5	23	Inverse variance weighted	0.068194179	0.022849129	1.070573171	1.023686049	1.119607829	0.002840034
PLEKHB2	9	Inverse variance weighted	-0.14078223	0.03868946	0.868678463	0.805241078	0.937113485	0.000273938
PLEKHH1	2	Inverse variance weighted	0.409739569	0.139971409	1.506425414	1.144989662	1.981954601	0.00341909
PLEKHJ1	4	Inverse variance weighted	0.094069646	0.045732678	1.098636259	1.00444344	1.201662115	0.039691426
PLEKHM2	17	Inverse variance weighted	0.107374655	0.032684725	1.113351299	1.044264273	1.187009023	0.001019233
PLIN1	4	Inverse variance weighted	0.203942558	0.099139566	1.226227715	1.009675517	1.489225383	0.039674127
PLK1S1	31	Inverse variance weighted	0.057722453	0.020520429	1.059420916	1.017656476	1.10289936	0.004909292
PLXDC2	15	Inverse variance weighted	0.095298638	0.043123555	1.099987304	1.010834745	1.197002848	0.027112275
PMS2P4	9	Inverse variance weighted	-0.074445893	0.02203746	0.928257698	0.889016651	0.969230838	0.000729747
PNKP	28	Inverse variance weighted	-0.045643412	0.015959869	0.95538258	0.925959525	0.985740575	0.004237929
PNO1	8	Inverse variance weighted	-0.150984966	0.059170724	0.859860626	0.765704016	0.965595426	0.010720383
PNPT1	9	Inverse variance weighted	0.136038035	0.056877691	1.14572547	1.024861785	1.280842814	0.016767604
PNRC1	23	Inverse variance weighted	0.052481933	0.026558463	1.053883522	1.000427437	1.110195938	0.048144498
POLD4	3	Inverse variance weighted	0.196229391	0.083072527	1.216805998	1.033971527	1.431970609	0.018169512
POLM	37	Inverse variance weighted	0.046949946	0.013162222	1.048069547	1.02137728	1.075459379	0.00036106
POLR2E	17	Inverse variance weighted	0.070506868	0.02614392	1.07305194	1.019451549	1.129470514	0.006999366
POLR3E	18	Inverse variance weighted	-0.062029423	0.019654149	0.939855233	0.904338488	0.976766853	0.001599229
POMT2	18	Inverse variance weighted	0.072906373	0.032249879	1.075629824	1.009743774	1.145814957	0.023779626
POR	54	Inverse variance weighted	-0.044021646	0.014323533	0.956933244	0.930441782	0.984178968	0.002116496
POU5F1	35	Inverse variance weighted	-0.037393416	0.013064574	0.963297084	0.938943491	0.988282342	0.004207121
POU5F1P3	4	Inverse variance weighted	-0.053480434	0.022603426	0.947924488	0.906845533	0.990864269	0.017979882
POU6F1	18	Inverse variance weighted	-0.068120069	0.021936618	0.934148305	0.894835085	0.975188691	0.001900776
PPA1	30	Inverse variance weighted	-0.029570415	0.012547882	0.970862512	0.947276491	0.995035796	0.018442798
PPAP2B	4	Inverse variance weighted	0.239398184	0.09781466	1.270484322	1.048836495	1.538972396	0.014386417
PPAPDC2	24	Inverse variance weighted	-0.043576529	0.018032234	0.957359285	0.92411412	0.991800452	0.015666625
PPARGC1A	38	Inverse variance weighted	0.046174755	0.015335481	1.047257408	1.016247795	1.079213243	0.0026041
